Event,Site,Date,White,Black,WhiteElo,BlackElo,Opening Code,Result,Termination,Moves,Outcome,Opening
Live Chess,Chess.com,2023-07-15,omarsayeh,AlvaroSanchezCalle,978,977,C00,0-1,AlvaroSanchezCalle won by checkmate,"['d2d4', 'e7e6', 'e2e4', 'd7d5', 'b1c3', 'b8c6', 'e4d5', 'e6d5', 'g1f3', 'c8g4', 'c1f4', 'g7g5', 'f4e3', 'h7h6', 'f1e2', 'f7f6', 'f3d2', 'f6f5', 'e2g4', 'f5g4', 'd1g4', 'f8b4', 'e1c1', 'g8f6', 'g4e2', 'e8g8', 'f2f4', 'g5f4', 'e3f4', 'f8e8', 'e2f3', 'c6d4', 'f3d5', 'f6d5', 'c3d5', 'd8d5', 'h1e1', 'e8e1', 'd1e1', 'd4f5', 'd2f3', 'd5a2', 'e1e8', 'a8e8', 'f3e5', 'a2a1']",Lost as White,C00: French defence
Live Chess,Chess.com,2023-07-19,mj88889999,omarsayeh,1028,971,B12,1-0,mj88889999 won by checkmate,"['e2e4', 'c7c6', 'd2d4', 'd7d5', 'e4e5', 'c8f5', 'g1f3', 'e7e6', 'f1d3', 'g8h6', 'd3f5', 'h6f5', 'b1d2', 'c6c5', 'c2c3', 'b8c6', 'e1g1', 'f5h4', 'f3h4', 'd8h4', 'd2f3', 'h4d8', 'c1e3', 'c6a5', 'd1a4', 'a5c6', 'd4c5', 'f8e7', 'a4g4', 'e8g8', 'e3h6', 'g7g6', 'h6f8', 'e7f8', 'b2b4', 'b7b6', 'c5b6', 'a7b6', 'a1d1', 'a8a2', 'd1a1', 'd8a8', 'a1a2', 'a8a2', 'g4f4', 'a2b3', 'f3g5', 'c6e5', 'f4e5', 'f8g7', 'e5b8', 'g7f8', 'b8c7', 'g8g7', 'c7f7', 'g7h6', 'f2f4', 'h6h5', 'g2g4', 'h5g4', 'f7e6', 'g4h4', 'e6h3']",Lost as Black,B12: Caro-Kann defence
Live Chess,Chess.com,2023-07-20,Maktaito,omarsayeh,957,994,B10,0-1,omarsayeh won by resignation,"['e2e4', 'c7c6', 'h2h3', 'd7d5', 'd2d3', 'f7f5', 'g1f3', 'd5e4', 'd3e4', 'd8d1', 'e1d1', 'f5e4', 'f3g5', 'g8f6', 'f1c4', 'e7e6', 'g5e6', 'c8e6', 'c4e6', 'b8d7', 'c1g5', 'e8c8', 'g5f6', 'g7f6', 'b1d2', 'c8b8', 'd2e4', 'd7c5', 'd1e2', 'c5e4', 'h1e1', 'd8d2', 'e2f1', 'd2f2', 'f1g1', 'f8c5', 'e1e4', 'f2f4', 'g1h2', 'f4e4', 'e6f5', 'e4e2', 'f5g4', 'e2c2', 'b2b3', 'h8d8', 'a1f1', 'c2f2', 'f1c1', 'c5b6', 'a2a4', 'f6f5', 'g4h5', 'b6c7', 'h2g1', 'f2b2', 'c1c3', 'b2b1', 'g1f2', 'd8d2', 'f2f3', 'd2b2', 'c3e3', 'b7b6', 'e3e8', 'b8b7', 'e8h8', 'b2b3', 'f3f2', 'b1a1', 'h8h7', 'a1a3', 'h5d1', 'a3a2', 'f2e1', 'b3e3', 'e1f1', 'a2a1', 'f1f2', 'e3e2', 'd1e2', 'a1a4', 'h7f7', 'f5f4', 'h3h4', 'c6c5', 'h4h5', 'c5c4', 'h5h6', 'b7a6', 'h6h7', 'c7e5', 'f7e7', 'e5f6', 'e7f7', 'f6h8', 'f7f4', 'b6b5', 'f4f8', 'h8g7', 'f8g8', 'g7d4', 'f2f1', 'c4c3', 'h7h8q', 'd4h8', 'g8h8', 'c3c2', 'h8c8', 'a4a2', 'c8c6', 'a6a5', 'g2g4', 'a2a1', 'f1f2', 'c2c1q', 'c6c1', 'a1c1', 'f2f3', 'b5b4', 'g4g5', 'b4b3', 'g5g6', 'b3b2', 'g6g7', 'c1g1', 'f3f2', 'g1g7']",Won as Black,The Complete Guide to Mastering the Caro-Kann Defense
Live Chess,Chess.com,2023-07-20,omarsayeh,JGCHESSE,987,940,D20,1-0,omarsayeh won on time,"['d2d4', 'd7d5', 'c2c4', 'd5c4', 'e2e4', 'b7b5', 'g1f3', 'a7a6', 'b2b3', 'c7c6', 'b3c4', 'b5c4', 'f1c4', 'c8b7', 'e1g1', 'e7e6', 'b1c3', 'f8b4', 'c1d2', 'g8h6', 'a2a3', 'b4c3', 'd2c3', 'e8g8', 'f3e5', 'f7f6', 'e5d3', 'g8h8', 'a1b1', 'e6e5', 'b1b7', 'e5d4', 'c3b4', 'f8e8', 'd3c5', 'f6f5', 'f2f3', 'f5e4', 'f3e4', 'd8g5', 'c5e6', 'e8e6', 'c4e6', 'g5e5', 'e6f5', 'h6f5', 'e4f5', 'e5f6', 'd1e1', 'h7h6', 'e1e8', 'h8h7', 'b7b8', 'a8b8', 'e8b8', 'd4d3', 'b8e8', 'f6d4', 'g1h1', 'c6c5', 'e8g6', 'h7g8', 'f5f6', 'd4d7', 'b4c5', 'd3d2', 'g6g7', 'd7g7', 'f6g7', 'g8g7', 'f1d1', 'g7f6', 'd1d2', 'f6e5', 'c5f8', 'h6h5', 'd2c2', 'e5f5', 'c2c8', 'f5g6', 'c8a8', 'h5h4', 'a8a6', 'g6g5', 'f8e7', 'g5g4', 'e7h4', 'g4h4', 'a6b6', 'h4g4', 'b6b3', 'g4f4', 'b3f3', 'f4e4', 'a3a4', 'e4d5', 'f3b3', 'd5c4', 'b3b8', 'c4c5', 'a4a5', 'c5c6', 'a5a6', 'c6c7', 'b8b1', 'c7c8', 'a6a7', 'c8d7', 'a7a8q', 'd7d6', 'b1b7']",Won as White,D20: Queen's gambit accepted
Live Chess,Chess.com,2023-07-20,omarsayeh,RIVERMIPASION,980,1012,D43,1-0,omarsayeh won by resignation,"['d2d4', 'd7d5', 'c2c4', 'c7c6', 'g1f3', 'g8f6', 'b1c3', 'e7e6', 'c1g5', 'f8b4', 'e2e3', 'h7h6', 'c4c5', 'h6g5', 'f3g5', 'b4c3', 'b2c3', 'f6e4', 'g5e4', 'd5e4', 'f1c4', 'b7b5', 'c4b3', 'f7f6', 'a2a4', 'e6e5', 'a4b5', 'c6b5', 'd1b1', 'b8c6', 'e1e2', 'c8g4', 'e2d2', 'e5d4', 'c3d4', 'd8c7', 'b1e4', 'c7e7', 'e4c6', 'e8f8', 'c6a8', 'e7e8', 'a8e8', 'f8e8', 'a1a7']",Won as White,D43: Queen's Gambit Declined semi-Slav
Live Chess,Chess.com,2023-07-20,omarsayeh,Mahmoud_bad,994,1001,D20,1/2-1/2,Game drawn by stalemate,"['d2d4', 'd7d5', 'c2c4', 'g8f6', 'b1c3', 'd5c4', 'e2e4', 'e7e6', 'f1c4', 'f8b4', 'a2a3', 'b4c3', 'b2c3', 'e6e5', 'g1e2', 'c8g4', 'e1g1', 'e5d4', 'c3d4', 'f6e4', 'd1a4', 'b8c6', 'd4d5', 'd8f6', 'd5c6', 'e8g8', 'c6b7', 'a8b8', 'a1b1', 'f6g6', 'a4a7', 'g4h3', 'c4f7', 'g8f7', 'e2f4', 'g6g5', 'f4h3', 'g5g6', 'f2f3', 'e4d6', 'h3g5', 'f7f6', 'a7d4', 'f6e7', 'f1e1', 'e7d7', 'd4g4', 'd7c6', 'g5e6', 'g6b1', 'e6f8', 'b8f8', 'g4g7', 'f8e8', 'e1e8', 'd6e8', 'g7c3', 'c6d7', 'g1f2', 'b1b7', 'g2g4', 'b7a7', 'c1e3', 'a7a8', 'f3f4', 'e8d6', 'h2h4', 'a8g8', 'f2g3', 'h7h5', 'g4g5', 'd6f5', 'g3f3', 'g8d5', 'f3e2', 'f5g3', 'e2f2', 'g3e4', 'f2e2', 'e4c3', 'e2f2', 'd5a2', 'f2f3', 'a2a3', 'f3g3', 'c3e4', 'g3f3', 'd7e6', 'f3e4', 'a3a4', 'e4f3', 'e6f5', 'f3g3', 'a4e4', 'g3f2', 'c7c6', 'f2e2', 'e4c4', 'e2f2', 'c4c2', 'f2g3', 'c2e2', 'e3a7', 'e2g4', 'g3f2', 'g4f4', 'f2g2', 'f4h4', 'g2f3', 'h4g5', 'f3e2', 'h5h4', 'e2d3', 'h4h3', 'd3c4', 'h3h2', 'a7c5', 'g5c1', 'c4b4', 'h2h1q', 'b4a5', 'c1c5', 'a5a6', 'h1b1']",Draw as White,D20: Queen's gambit accepted
Live Chess,Chess.com,2023-07-23,omarsayeh,maruf14,993,1012,A40,0-1,maruf14 won by resignation,"['d2d4', 'e7e6', 'b1c3', 'a7a6', 'e2e4', 'f8b4', 'a2a3', 'b4c3', 'b2c3', 'd8h4', 'f1d3', 'g8f6', 'g1f3', 'h4g4', 'e1f1', 'f6e4', 'h2h3', 'g4g6', 'f3h4', 'g6f6', 'd3e4', 'f6h4', 'g2g3', 'h4e4', 'f1g1', 'b7b6', 'd1g4', 'e4g4', 'h3g4', 'c8b7', 'h1h5', 'b7f3', 'h5g5', 'h8g8', 'c1f4', 'h7h6', 'g5e5', 'f3g4', 'e5e3', 'd7d6', 'a1b1', 'b8c6', 'c3c4', 'c6d4', 'c4c5', 'b6c5', 'b1b7', 'd4c2', 'e3b3', 'a8d8', 'b7b8', 'c5c4', 'b8d8', 'e8d8', 'b3b8', 'd8e7', 'b8g8', 'c2a3', 'g8g7', 'c4c3', 'f4h6', 'g4f5', 'g3g4', 'f5e4', 'g1f1', 'c3c2', 'f1e2', 'a3c4', 'f2f3', 'e4g6', 'e2f2', 'a6a5', 'f2g3', 'a5a4', 'g7g8', 'a4a3', 'g8c8', 'e7d7', 'c8a8', 'd6d5', 'g3f4', 'c2c1q', 'f4g3', 'c1h6']",Lost as White,A40: Queen's pawn
Live Chess,Chess.com,2023-07-25,alejandrotorosanchez,omarsayeh,1029,986,B12,1-0,alejandrotorosanchez won by checkmate,"['e2e4', 'c7c6', 'd2d4', 'd7d5', 'e4e5', 'c8f5', 'h2h4', 'e7e6', 'b1a3', 'b8d7', 'g2g4', 'f5e4', 'f2f3', 'e4f3', 'd1f3', 'c6c5', 'd4c5', 'f8c5', 'a3b5', 'd7e5', 'f3f4', 'e5c6', 'c1e3', 'c5e3', 'b5d6', 'e8e7', 'd6f5', 'e7d7', 'f4d6', 'd7e8', 'f5g7']",Lost as Black,B12: Caro-Kann defence
Live Chess,Chess.com,2023-07-27,kwik2thept,omarsayeh,951,977,B10,1-0,kwik2thept won by checkmate,"['e2e4', 'c7c6', 'f1c4', 'd7d5', 'e4d5', 'c6d5', 'c4b3', 'e7e5', 'd2d4', 'b8c6', 'd4e5', 'c6e5', 'g1f3', 'e5f3', 'd1f3', 'g8f6', 'e1g1', 'f8c5', 'c1g5', 'h7h6', 'g5h4', 'g7g5', 'h4g3', 'd8b6', 'g3e5', 'c8g4', 'f3f6', 'b6f6', 'e5f6', 'h8f8', 'b1c3', 'd5d4', 'c3e4', 'c5b6', 'e4d6', 'e8d7', 'd6b5', 'a8c8', 'b3a4', 'd7e6', 'b5d4', 'b6d4', 'f6d4', 'g4f5', 'f2f4', 'f5c2', 'a4c2', 'c8c2', 'f4g5', 'h6g5', 'd4c3', 'f7f5', 'a1e1', 'e6d5', 'e1d1', 'd5c4', 'f1f2', 'c2f2', 'g1f2', 'b7b5', 'd1e1', 'a7a5', 'c3a5', 'f8a8', 'b2b4', 'c4c3', 'e1e5', 'a8f8', 'e5b5', 'c3b2', 'f2f3', 'b2a2', 'g2g3', 'g5g4', 'f3f4', 'f8f6', 'b5f5', 'f6f5', 'f4f5', 'a2b3', 'f5g4', 'b3c4', 'g4f5', 'c4d5', 'h2h4', 'd5d6', 'h4h5', 'd6e7', 'h5h6', 'e7f8', 'g3g4', 'f8g8', 'g4g5', 'g8h7', 'b4b5', 'h7g8', 'b5b6', 'g8h7', 'b6b7', 'h7g8', 'f5e6', 'g8h7', 'b7b8q', 'h7g6', 'b8g8', 'g6h5', 'h6h7', 'h5g4', 'h7h8q', 'g4f4', 'a5d2', 'f4g4', 'g8a8', 'g4g3', 'h8e5', 'g3g4', 'a8a4', 'g4h5', 'g5g6', 'h5g6', 'e5f6', 'g6h5', 'a4h4']",Lost as Black,The Complete Guide to Mastering the Caro-Kann Defense
Live Chess,Chess.com,2023-08-01,AndyCandy1a,omarsayeh,1004,986,B12,0-1,omarsayeh won by resignation,"['e2e4', 'c7c6', 'd2d4', 'd7d5', 'e4e5', 'c8f5', 'g1f3', 'e7e6', 'c2c4', 'd5c4', 'f1c4', 'c6c5', 'e1g1', 'b8c6', 'd4c5', 'f8c5', 'a2a3', 'a7a6', 'b2b4', 'c5d4', 'f3d4', 'd8d4', 'd1d4', 'c6d4', 'c1e3', 'd4c2', 'a1a2', 'c2e3', 'f2e3', 'g8h6', 'b1d2', 'e8g8', 'e3e4', 'f5g4', 'b4b5', 'a6b5', 'c4b5', 'a8a5', 'a3a4', 'f8c8', 'd2c4', 'a5a7', 'c4d6', 'c8c3', 'a2b2', 'f7f6', 'b5a6', 'g8f8', 'a6b7', 'a7a4', 'b7a6', 'h6f7', 'b2b8', 'f8e7', 'd6c8', 'e7d7', 'a6b5', 'd7c7', 'b5a4', 'c7b8', 'c8d6', 'f7e5', 'f1c1', 'c3c1']",Won as Black,B12: Caro-Kann defence
Live Chess,Chess.com,2023-10-25,zaynouuuuu,omarsayeh,378,988,B10,0-1,omarsayeh won by checkmate,"['e2e4', 'c7c6', 'b1c3', 'd7d5', 'c3d5', 'c6d5', 'e4d5', 'd8d5', 'c2c3', 'g8f6', 'd2d3', 'c8g4', 'h2h3', 'g4d1', 'e1d2', 'd1a4', 'b2b3', 'a4b5', 'f1e2', 'b5d3', 'e2d3', 'b8c6', 'd2c2', 'e7e5', 'g1e2', 'f8c5', 'b3b4', 'e8c8', 'b4c5', 'd5d3', 'c2b3', 'd3e2', 'c1a3', 'c6a5', 'b3b4', 'e2a6', 'b4a4', 'a5c4', 'a4b4', 'a6a3', 'b4c4', 'a3a4']",Won as Black,The Complete Guide to Mastering the Caro-Kann Defense
Live Chess,Chess.com,2023-10-29,biginermove,omarsayeh,975,1018,A00,0-1,omarsayeh won by checkmate,"['e2e3', 'c7c6', 'e3e4', 'd7d5', 'e4d5', 'c6d5', 'd2d3', 'g8f6', 'h2h3', 'b8c6', 'g1f3', 'e7e5', 'f1e2', 'f8c5', 'e1g1', 'e8g8', 'c1e3', 'c5e3', 'f2e3', 'e5e4', 'd3e4', 'd5e4', 'd1d8', 'f8d8', 'f3d2', 'c8e6', 'e2c4', 'e6f5', 'b1c3', 'c6b4', 'd2e4', 'f5e4', 'c3e4', 'f6e4', 'f1f4', 'e4f6', 'a2a3', 'b4c2', 'a1c1', 'c2e3', 'f4f3', 'd8d1', 'c1d1', 'e3d1', 'f3d3', 'd1b2', 'd3d4', 'g7g6', 'c4e2', 'a8e8', 'e2f3', 'e8e1', 'g1h2', 'e1a1', 'd4d6', 'f6e8', 'd6d7', 'a1a3', 'd7b7', 'b2d3', 'f3d5', 'e8f6', 'd5f7', 'g8f8', 'f7c4', 'd3e1', 'b7b8', 'f8g7', 'b8c8', 'a3c3', 'c8c7', 'g7h6', 'c7c6', 'f6h5', 'g2g4', 'c3c2', 'h2g1', 'e1f3', 'g1f1', 'h5g3']",Won as Black,A00: Polish (Sokolsky) opening
Live Chess,Chess.com,2023-10-29,omarsayeh,SCH_77,1005,1025,D06,1-0,omarsayeh won by resignation,"['d2d4', 'd7d5', 'c2c4', 'g8f6', 'c1f4', 'b8c6', 'e2e3', 'e7e6', 'g1f3', 'f8b4', 'b1c3', 'b4c3', 'b2c3', 'c6a5', 'c4d5', 'f6d5', 'g2g3', 'd5c3', 'd1c1', 'c3d5', 'f1g2', 'd5f4', 'e3f4', 'e8g8', 'e1g1', 'a5c6', 'f1d1', 'f7f6', 'g1f1', 'e6e5', 'd4e5', 'f6e5', 'd1d8', 'c6d8', 'f4e5']",Won as White,Queens Gambit Complete Guide
Live Chess,Chess.com,2023-10-29,omarsayeh,railgnam3,1031,1005,D06,1-0,omarsayeh won on time,"['d2d4', 'd7d5', 'c2c4', 'g8f6', 'c1f4', 'b8c6', 'e2e3', 'c8g4', 'g1f3', 'e7e6', 'h2h3', 'g4f3', 'd1f3', 'f8b4', 'b1c3', 'f6e4', 'a1c1', 'e8g8', 'a2a3', 'b4c3', 'b2c3', 'd8e7', 'c4d5', 'e6d5', 'f1d3', 'f8e8', 'e1g1', 'e7a3', 'f4c7', 'e4g5', 'f3d5', 'g5e6', 'c7d6', 'e8d8', 'd6a3', 'd8d5', 'c1b1', 'b7b6', 'e3e4', 'd5d8', 'e4e5', 'e6f4', 'd3e4', 'c6a5', 'e4a8', 'a5c4', 'b1a1', 'd8a8', 'g2g3', 'f4e2', 'g1g2', 'e2c3', 'f1c1', 'c4a3', 'c1c3', 'a3b5', 'c3c4', 'g7g6', 'd4d5', 'a8e8', 'a1b1', 'b5a3', 'c4a4', 'a3b1', 'a4a7', 'e8e5', 'd5d6', 'e5e8', 'd6d7', 'e8d8', 'a7c7', 'g8g7', 'c7c8', 'd8d7', 'c8b8', 'd7d6', 'b8a8', 'b1c3', 'g2f3', 'c3e4', 'f3e4', 'b6b5', 'e4e5', 'd6e6', 'e5d5']",Won as White,Queens Gambit Complete Guide
Live Chess,Chess.com,2023-10-30,omarsayeh,stabilo325,1019,1061,A40,0-1,stabilo325 won by resignation,"['d2d4', 'b7b6', 'g1f3', 'c8b7', 'b1c3', 'b7f3', 'g2f3', 'c7c6', 'e2e4', 'd7d6', 'f1h3', 'e7e6', 'h1g1', 'g7g6', 'c1f4', 'f8h6', 'd1d2', 'h6f4', 'd2f4', 'd8e7', 'e1c1', 'b8a6', 'e4e5', 'd6d5', 'c3e2', 'e8c8', 'f4g3', 'd8f8', 'f3f4', 'g8h6', 'g3g5', 'e7g5', 'f4g5', 'h6f5', 'h3f5', 'e6f5', 'e2f4', 'a6c7', 'g1e1', 'c7e6', 'f4e6', 'f7e6', 'd1d3', 'a7a5', 'd3c3', 'c8b7', 'a2a3', 'h7h5', 'h2h4', 'f8a8', 'c1d2', 'h8c8', 'f2f4', 'c6c5', 'd4c5', 'c8c5', 'c3c5', 'b6c5', 'e1e3', 'b7c6', 'd2d3', 'a5a4', 'e3e2', 'a8b8', 'c2c4', 'b8b3', 'd3c2', 'd5d4', 'e2d2', 'b3f3', 'b2b3', 'a4b3', 'c2b2', 'f3f4', 'a3a4', 'f4h4', 'b2b3', 'h4h3', 'b3c2', 'h3a3', 'd2d1', 'a3a4', 'd1b1', 'a4c4', 'c2b3', 'c4b4', 'b3a2', 'b4b1', 'a2b1', 'c6d5']",Lost as White,A40: Queen's pawn
Live Chess,Chess.com,2023-11-06,ismail_ainain22,omarsayeh,1075,1022,A50,1-0,ismail_ainain22 won by resignation,"['d2d4', 'c7c6', 'c2c4', 'g8f6', 'b1c3', 'd7d5', 'c1f4', 'c8f5', 'e2e3', 'e7e6', 'g1f3', 'c6c5', 'd4c5', 'f8c5', 'f1d3', 'f5d3', 'd1d3', 'b8c6', 'e1c1', 'e8g8', 'c4d5', 'c6b4', 'd3c4', 'b4d5', 'c3d5', 'f6d5', 'c4c5', 'a8c8', 'c5c8', 'd8c8', 'c1b1', 'd5f4', 'e3f4', 'g7g6', 'd1c1', 'c8d7', 'h1d1', 'd7e7', 'f3e5', 'e7f6', 'e5d7', 'f6f5', 'b1a1', 'f8d8', 'g2g4', 'f5f4', 'a2a3', 'f4g4', 'd7f6', 'g8g7', 'f6g4', 'd8e8', 'd1d7']",Lost as Black,A50: Queen's pawn game
Live Chess,Chess.com,2023-11-06,zumcata,omarsayeh,1041,1035,A50,0-1,omarsayeh won by resignation,"['c2c4', 'g8f6', 'd2d4', 'd7d5', 'c4c5', 'b8c6', 'c1g5', 'h7h6', 'g5h4', 'g7g5', 'h4g3', 'b7b6', 'c5b6', 'a7b6', 'e2e3', 'f6e4', 'b1d2', 'e4g3', 'h2g3', 'e7e5', 'f1b5', 'c8d7', 'b5c6', 'd7c6', 'd4e5', 'f8b4', 'a2a3', 'c6a4', 'd1c1', 'b4d2', 'c1d2', 'c7c6', 'g1e2', 'd8e7', 'e2c3', 'e7e5', 'e1g1', 'a4b3', 'f2f4', 'e5f6', 'a1e1', 'e8d7', 'f4g5', 'f6g5', 'f1f7', 'd7d6', 'e3e4', 'g5d2']",Won as Black,A50: Queen's pawn game
Live Chess,Chess.com,2023-11-06,rjs23,omarsayeh,1009,1046,B10,0-1,omarsayeh won by checkmate,"['g1f3', 'c7c6', 'e2e4', 'd7d5', 'f3g5', 'g8f6', 'd2d3', 'h7h6', 'g5f3', 'd5e4', 'f3e5', 'c8f5', 'b1c3', 'b8d7', 'f2f4', 'f5g4', 'e5g4', 'f6g4', 'd1g4', 'd7f6', 'g4e2', 'e7e6', 'd3e4', 'f8c5', 'c1e3', 'c5b6', 'e3b6', 'a7b6', 'e4e5', 'f6d7', 'e1c1', 'e8g8', 'c3e4', 'd8e7', 'e4c3', 'd7c5', 'c1b1', 'b6b5', 'c3e4', 'c5a4', 'e4c3', 'a4c3', 'b2c3', 'e7a3', 'e2d3', 'a3a2', 'b1c1', 'a2a1', 'c1d2', 'a1b2', 'd2e1', 'f8d8', 'd3e2', 'd8d1', 'e2d1', 'a8a1', 'f1e2', 'a1d1', 'e2d1', 'b2c3', 'e1f2', 'c3d2', 'f2g3', 'f7f5', 'h1f1', 'd2e3', 'g3h4', 'g7g5', 'h4h5', 'g5f4', 'f1f3', 'e3e5', 'f3d3', 'g8g7', 'd3d7', 'g7f6', 'h5h6', 'f4f3', 'g2f3', 'e5h2']",Won as Black,The Complete Guide to Mastering the Caro-Kann Defense
Live Chess,Chess.com,2023-11-06,omarsayeh,zadar019,1034,1047,A41,1-0,omarsayeh won by resignation,"['d2d4', 'd7d6', 'c1f4', 'c8f5', 'e2e3', 'e7e6', 'g1f3', 'f8e7', 'h2h4', 'e6e5', 'd4e5', 'b8c6', 'e5d6', 'c6b4', 'd6e7', 'b4c2', 'd1c2', 'd8e7', 'c2f5', 'g8f6', 'f1c4', 'e8g8', 'f3g5', 'e7b4', 'b1d2', 'b4b2', 'e1g1', 'b2d2', 'f4e5', 'g7g6', 'f5f6']",Won as White,A41: Queen's Pawn
Live Chess,Chess.com,2023-11-06,omarsayeh,Mendes0315,1057,1026,D00,1-0,omarsayeh won by checkmate,"['d2d4', 'd7d5', 'c1f4', 'c8f5', 'e2e3', 'b8c6', 'g1f3', 'g8f6', 'c2c4', 'e7e6', 'c4c5', 'f6h5', 'g2g4', 'f5g4', 'h2h3', 'h5f4', 'h3g4', 'f4g6', 'b1c3', 'a7a6', 'a2a3', 'f8e7', 'b2b4', 'e8g8', 'f1d3', 'g6h4', 'f3h4', 'e7h4', 'e1d2', 'd8f6', 'h1h2', 'h4f2', 'd3h7', 'g8h8', 'h7d3', 'h8g8', 'd1h1', 'g7g6', 'a1f1', 'f2e3', 'd2e3', 'f6g5', 'e3e2', 'g8g7', 'h2h7', 'g7g8', 'h7h8', 'g8g7', 'h1h7']",Won as White,D00: Queen's pawn game
Live Chess,Chess.com,2023-11-06,omarsayeh,janleu,1045,1052,A40,0-1,janleu won by resignation,"['d2d4', 'b7b6', 'c1f4', 'c8b7', 'g1f3', 'b7f3', 'g2f3', 'b8c6', 'f1g2', 'a8b8', 'b1c3', 'e7e6', 'e2e4', 'f8d6', 'f4g3', 'd6g3', 'f2g3', 'g8f6', 'e4e5', 'f6d5', 'c3d5', 'e6d5', 'f3f4', 'e8g8', 'g2d5', 'c6e7', 'd5e4', 'd7d6', 'd1h5', 'g7g6', 'h5h4', 'd6d5', 'e4d3', 'e7f5', 'd3f5', 'd8h4', 'g3h4', 'g6f5', 'e1c1', 'f8d8', 'h1g1', 'g8f8', 'g1g5', 'f8e7', 'g5f5', 'd8g8', 'b2b3', 'g8g2', 'f5h5', 'g2h2', 'h5h7', 'h2f2', 'd1g1', 'f2f4', 'g1g7', 'b8f8', 'c2c3', 'f4f2', 'c1b1', 'a7a5', 'h4h5', 'c7c5', 'd4c5', 'b6c5', 'g7g5', 'd5d4', 'c3d4', 'c5d4', 'h7g7', 'f2h2', 'b1c1', 'd4d3', 'c1d1', 'h2a2', 'g5g2', 'a2a1', 'd1d2', 'a1a2', 'd2d3', 'a2g2', 'g7g2', 'f8h8', 'g2h2', 'e7e6', 'd3c4', 'e6e5', 'c4b5', 'f7f5', 'b5a5', 'f5f4', 'b3b4', 'f4f3', 'b4b5', 'e5e4', 'b5b6', 'e4e3', 'b6b7', 'f3f2', 'a5a6', 'f2f1q', 'a6b6', 'h8h7', 'b7b8q', 'f1b1', 'b6c5', 'b1b8', 'h2h3', 'e3f4', 'h3h4', 'f4g5', 'h4h1', 'b8c8', 'c5d5', 'c8b7', 'd5e6', 'b7h1']",Lost as White,A40: Queen's pawn
Live Chess,Chess.com,2023-11-25,Chan7865,omarsayeh,1017,1031,A40,1-0,Chan7865 won by resignation,"['d2d4', 'c7c6', 'c1f4', 'd7d5', 'b1c3', 'g8f6', 'e2e3', 'g7g6', 'g2g4', 'f6g4', 'h2h3', 'g4f6', 'f4e5', 'f8g7', 'h3h4', 'e8g8', 'f2f3', 'b8d7', 'e5f4', 'f6h5', 'f4h2', 'e7e5', 'd4e5', 'd7e5', 'f3f4', 'e5d7', 'f1e2', 'h5g3', 'h2g3', 'd8e7', 'h4h5', 'e7e3', 'g3f2', 'e3f4', 'h5g6', 'f7g6', 'g1f3', 'f8e8', 'h1h3', 'd7e5', 'd1d2', 'e5f3', 'h3f3', 'f4d2', 'e1d2', 'c8g4', 'f3e3', 'g7h6', 'e2g4', 'h6e3', 'f2e3', 'a8d8', 'e3d4', 'd8d6', 'd4a7', 'd5d4', 'c3e2', 'e8e4', 'g4f3', 'e4h4', 'a1e1', 'b7b5', 'd2d3', 'h4h3', 'e1f1', 'g6g5', 'd3d2', 'd6f6', 'f3d5', 'g8g7', 'a7d4', 'c6d5', 'f1f6', 'h7h5', 'f6f3']",Lost as Black,A40: Queen's pawn
Live Chess,Chess.com,2023-11-26,omarsayeh,MikiMike2021,1043,1029,A40,1-0,omarsayeh won by checkmate,"['d2d4', 'e7e6', 'c1f4', 'b8c6', 'e2e3', 'f8b4', 'c2c3', 'b4e7', 'g1f3', 'g8f6', 'f1d3', 'h7h6', 'b1d2', 'a7a6', 'e1g1', 'd7d5', 'f1e1', 'g7g5', 'f4e5', 'g5g4', 'f3h4', 'c6e5', 'd4e5', 'f6d7', 'd1g4', 'd7e5', 'g4a4', 'c8d7', 'a4b3', 'e5d3', 'e1d1', 'e7h4', 'g2g3', 'h4e7', 'b3b7', 'd3c5', 'b7b4', 'c5e4', 'b4d4', 'e4d2', 'd4h8', 'e7f8', 'd1d2', 'd7b5', 'a1b1', 'd8d6', 'd2d4', 'e8c8', 'd4b4', 'd6b6', 'b4f4', 'f8d6', 'h8f6', 'd6f4', 'f6f4', 'd8h8', 'f4f7', 'b5d3', 'b1d1', 'd3e2', 'd1d4', 'e6e5', 'd4d5', 'e2c4', 'f7d7', 'c8b7', 'd5e5', 'b6b2', 'e5c5', 'b2a2', 'd7c6', 'b7c8', 'c6c7']",Won as White,A40: Queen's pawn
